,s,t,m,k,a
2022-01-13 04:00:00,-42.06694843,-127.4642521,-36.88751142,-24.04432831,-5.600572603
2022-01-13 05:00:00,-49.21030737,-129.4822812,-37.43016328,-24.44567877,-5.730597128
2022-01-13 06:00:00,-65.11110496,-136.7747277,-39.67013187,-25.75650996,-5.921444021
2022-01-13 07:00:00,-75.59971111,-140.1355756,-40.66278534,-26.38046587,-6.049073206
2022-01-13 08:00:00,-83.65103682,-145.9481532,-42.2411569,-27.52880594,-6.408227486
2022-01-13 09:00:00,-87.21628551,-144.3958161,-41.73270646,-27.26558546,-6.399232228
2022-01-13 10:00:00,-87.85973183,-142.2204396,-41.02192856,-26.89584891,-6.38488463
2022-01-13 11:00:00,-87.64366164,-141.8446801,-40.82621693,-26.86845158,-6.45534311
2022-01-13 12:00:00,-88.33691827,-139.6886777,-40.11646975,-26.5046577,-6.446422828
2022-01-13 13:00:00,-88.49137277,-138.8194746,-39.97935566,-26.28348036,-6.29380253
2022-01-13 14:00:00,-88.92281215,-137.1518666,-39.68862058,-25.87297857,-6.02866828
2022-01-13 15:00:00,-90.38341223,-135.2016446,-39.1183308,-25.50804946,-5.948884058
2022-01-13 16:00:00,-92.08771978,-137.809389,-39.63721324,-26.11785639,-6.299249775
2022-01-13 17:00:00,-89.80034325,-137.6341709,-39.59203521,-26.08203936,-6.286021753
2022-01-13 18:00:00,-70.06994167,-134.749896,-38.71985463,-25.5567047,-6.196777388
2022-01-13 19:00:00,-59.96818716,-131.9450433,-37.91833459,-25.02251379,-6.063346492
2022-01-13 20:00:00,-56.09288152,-130.1277513,-37.38150923,-24.68516249,-5.994407875
2022-01-13 21:00:00,-51.19975022,-129.7885301,-37.38403394,-24.57082639,-5.878809419
2022-01-13 22:00:00,-46.55969585,-129.2557949,-37.31990185,-24.42531405,-5.765363119
2022-01-13 23:00:00,-43.59875394,-127.3125217,-36.72324172,-24.07588637,-5.714265512
2022-01-14 00:00:00,-41.90925864,-126.4911732,-36.49511799,-23.91616539,-5.668606398
2022-01-14 01:00:00,-41.53813346,-127.1788229,-36.74675666,-24.01956264,-5.646184315
2022-01-14 02:00:00,-41.18732894,-127.7496285,-36.99307613,-24.08667144,-5.590133378
2022-01-14 03:00:00,-41.34207815,-125.920003,-36.40716365,-23.76975252,-5.566170692
2022-01-14 04:00:00,-42.01196371,-126.344936,-36.52327266,-23.85334233,-5.591706001
2022-01-14 05:00:00,-44.00297651,-125.4380157,-36.14089756,-23.74222313,-5.671774353
2022-01-14 06:00:00,-46.20333199,-128.7941531,-37.18007153,-24.3413486,-5.751312839
2022-01-14 07:00:00,-48.236047,-130.66509,-37.69662313,-24.70671844,-5.858406871
2022-01-14 08:00:00,-52.50429376,-131.7094969,-38.00923266,-24.89854929,-5.893932961
2022-01-14 09:00:00,-57.11602698,-127.8149978,-37.04804344,-24.08097754,-5.556955817
2022-01-14 10:00:00,-64.24099127,-127.010263,-36.9074097,-23.88304949,-5.429344643
2022-01-14 11:00:00,-75.45222847,-127.8585621,-37.11154656,-24.06374742,-5.507974139
2022-01-14 12:00:00,-84.65966146,-129.5503477,-37.67539892,-24.34574976,-5.508050297
2022-01-14 13:00:00,-85.38038765,-129.5486702,-37.6317561,-24.367012,-5.551133955
2022-01-14 14:00:00,-85.64273933,-130.7106964,-38.00716167,-24.56665131,-5.563070479
2022-01-14 15:00:00,-87.36164598,-132.0045831,-38.2534191,-24.87481814,-5.748108589
2022-01-14 16:00:00,-89.05336312,-135.9416576,-39.11668991,-25.75554091,-6.197195956
2022-01-14 17:00:00,-86.00214412,-136.1543414,-39.10321783,-25.83317155,-6.28156264
2022-01-14 18:00:00,-64.74355526,-137.8591933,-39.67711995,-26.11450446,-6.275944486
2022-01-14 19:00:00,-55.51596577,-134.193168,-38.53728518,-25.46241341,-6.193770821
2022-01-14 20:00:00,-53.03724494,-132.7062726,-38.16620672,-25.15232085,-6.06921749
2022-01-14 21:00:00,-49.36204705,-130.3854231,-37.52819507,-24.69771017,-5.933612635
2022-01-14 22:00:00,-44.794871,-128.4600683,-37.04084321,-24.29960116,-5.779179553
2022-01-14 23:00:00,-42.13298069,-128.193692,-36.99247559,-24.23499286,-5.738755068
2022-01-15 00:00:00,-40.87336523,-129.7596518,-37.58143291,-24.46250082,-5.671784363
2022-01-15 01:00:00,-40.81721112,-129.2961494,-37.45426187,-24.37158552,-5.644454579
2022-01-15 02:00:00,-40.57437339,-130.2928443,-37.80930253,-24.52629682,-5.621645558
2022-01-15 03:00:00,-41.27774604,-133.7642896,-38.97774925,-25.09922191,-5.610347283
2022-01-15 04:00:00,-43.60604083,-134.7021458,-39.1704191,-25.3155057,-5.730296151
2022-01-15 05:00:00,-52.47575714,-144.4892092,-42.02704392,-27.14954776,-6.136025804
2022-01-15 06:00:00,-73.22882883,-192.9078159,-57.24565671,-35.67977696,-7.05694861
2022-01-15 07:00:00,-84.68544318,-314.5884081,-95.91280868,-56.90639837,-8.949994029
2022-01-15 08:00:00,-89.124241,-364.7331082,-110.707522,-66.22394175,-10.87018077
2022-01-15 09:00:00,-92.13740607,-363.0913518,-109.5397836,-66.26055882,-11.49066703
2022-01-15 10:00:00,-91.34367619,-369.0319221,-111.5463638,-67.23745879,-11.46427689
2022-01-15 11:00:00,-91.18185772,-361.1327745,-108.9444062,-65.90538842,-11.43318534
2022-01-15 12:00:00,-91.62397675,-373.5958909,-113.1834726,-67.94022737,-11.34849109
2022-01-15 13:00:00,-91.82645751,-372.5884986,-112.9521957,-67.72006832,-11.24397044
2022-01-15 14:00:00,-91.13129148,-367.3286619,-111.143124,-66.8713253,-11.29976331
2022-01-15 15:00:00,-92.38405723,-296.2683122,-87.72527329,-54.89346742,-11.03083077
2022-01-15 16:00:00,-94.8904869,-210.9235373,-60.44549754,-40.08509698,-9.862348212
2022-01-15 17:00:00,-94.42505266,-181.044519,-51.9906654,-34.35284031,-8.357507611
2022-01-15 18:00:00,-93.19775852,-168.6091504,-48.86263315,-31.77173354,-7.340416971
2022-01-15 19:00:00,-90.75281347,-157.8939912,-45.95854558,-29.65205762,-6.672784828
2022-01-15 20:00:00,-81.80535851,-148.2603823,-43.06803897,-27.88610797,-6.352088482
2022-01-15 21:00:00,-60.57778673,-143.8137436,-41.87310473,-27.00136216,-6.064809792
2022-01-15 22:00:00,-48.28610446,-136.3802005,-39.59513015,-25.66250176,-5.864936681
2022-01-15 23:00:00,-44.2424809,-134.2627879,-38.96899324,-25.26976601,-5.785269394
2022-01-16 00:00:00,-42.05786753,-131.6932639,-38.16556673,-24.81497127,-5.732187902
2022-01-16 01:00:00,-41.72418924,-131.8843207,-38.28393882,-24.81947082,-5.677501417
2022-01-16 02:00:00,-41.43404618,-133.5470827,-38.8248163,-25.10328608,-5.690877932
2022-01-16 03:00:00,-42.22198169,-133.5549794,-38.81046382,-25.11309455,-5.707862645
2022-01-16 04:00:00,-44.42312166,-137.3619074,-39.9730386,-25.80078316,-5.814263857
2022-01-16 05:00:00,-54.511012,-147.8504081,-43.08434221,-27.74129825,-6.19912714
2022-01-16 06:00:00,-74.35222207,-205.4612624,-61.35884724,-37.80766386,-7.128240241
2022-01-16 07:00:00,-85.66778157,-315.4240492,-96.05322368,-57.11473788,-9.088126045
2022-01-16 08:00:00,-89.91991793,-359.7004132,-108.9157765,-65.44224951,-10.98436127
2022-01-16 09:00:00,-91.63410195,-366.2716076,-110.5233837,-66.82884403,-11.5671522
2022-01-16 10:00:00,-90.92168274,-370.2623584,-111.9397854,-67.45089343,-11.48100073
2022-01-16 11:00:00,-90.71224867,-354.4316444,-106.6420409,-64.82286099,-11.50184052
2022-01-16 12:00:00,-90.87916248,-370.7330378,-112.2012125,-67.47707305,-11.37646682
2022-01-16 13:00:00,-90.81944526,-376.1216881,-114.1034684,-68.32216186,-11.27042767
2022-01-16 14:00:00,-90.50727672,-367.2292137,-111.0952013,-66.86213723,-11.31453657
2022-01-16 15:00:00,-91.59474689,-304.0511595,-90.35035133,-56.17521085,-11.00003518
2022-01-16 16:00:00,-93.78532262,-211.9580863,-60.87574209,-40.21482439,-9.776953346
2022-01-16 17:00:00,-93.38039984,-186.4571468,-53.89734401,-35.20371027,-8.255038269
2022-01-16 18:00:00,-92.26747725,-171.3511044,-49.80844068,-32.21281446,-7.308594118
2022-01-16 19:00:00,-90.33507875,-159.6302346,-46.53451721,-29.94281958,-6.675560976
2022-01-16 20:00:00,-80.86199258,-154.4206046,-45.07843395,-28.93431791,-6.39510093
2022-01-16 21:00:00,-59.48925717,-149.4015396,-43.70466718,-27.94817962,-6.095846037
2022-01-16 22:00:00,-47.3764697,-140.3729046,-40.93295018,-26.32449312,-5.858018028
2022-01-16 23:00:00,-43.14421842,-135.9505432,-39.49651623,-25.56858962,-5.820331508
2022-01-17 00:00:00,-41.01736623,-131.9879111,-38.27295514,-24.85949278,-5.72301521
2022-01-17 01:00:00,-41.07289764,-131.4149409,-38.06792752,-24.77101655,-5.737052794
2022-01-17 02:00:00,-40.72769106,-133.5177101,-38.81177072,-25.10001799,-5.694132633
2022-01-17 03:00:00,-41.33840875,-136.4016242,-39.76048709,-25.58696453,-5.706720991
2022-01-17 04:00:00,-43.54829885,-137.1788191,-39.92804547,-25.76225029,-5.79822756
2022-01-17 05:00:00,-52.74702254,-146.8370238,-42.72313077,-27.58410923,-6.222543848
2022-01-17 06:00:00,-73.73094899,-202.2008628,-60.31871923,-37.24092799,-7.081568377
2022-01-17 07:00:00,-86.46688658,-320.9902431,-97.89678369,-58.04835584,-9.099963996
2022-01-17 08:00:00,-90.45319539,-369.756418,-112.1542135,-67.17503259,-11.09792586
2022-01-17 09:00:00,-92.07980983,-365.1357682,-110.1135328,-66.65515634,-11.59838996
2022-01-17 10:00:00,-91.54811269,-372.4648903,-112.6079524,-67.8509872,-11.54701098
2022-01-17 11:00:00,-91.38687231,-359.3480144,-108.2060073,-65.67966783,-11.57666418
2022-01-17 12:00:00,-91.850693,-373.3814399,-112.9961656,-67.96239717,-11.46431439
2022-01-17 13:00:00,-92.07579091,-375.3974903,-113.8179981,-68.22349772,-11.31449867
2022-01-17 14:00:00,-91.72335173,-366.0588621,-110.6558654,-66.69168796,-11.36375524
2022-01-17 15:00:00,-92.62835776,-300.9472551,-89.20768043,-55.71191147,-11.10807126
2022-01-17 16:00:00,-94.97645154,-212.1659015,-60.77612704,-40.33390365,-9.945840132
2022-01-17 17:00:00,-94.7542931,-184.200714,-52.9778387,-34.91131865,-8.422399305
2022-01-17 18:00:00,-93.54309873,-169.5165479,-49.03361239,-31.98870979,-7.471903591
2022-01-17 19:00:00,-91.56429325,-158.783401,-46.09092007,-29.88234029,-6.836880254
2022-01-17 20:00:00,-81.84006671,-154.0172513,-44.8642665,-28.90695051,-6.474817263
2022-01-17 21:00:00,-60.40212853,-149.1663737,-43.60020266,-27.92202324,-6.121921908
2022-01-17 22:00:00,-47.85577751,-142.1569429,-41.47228664,-26.64950433,-5.913361009
2022-01-17 23:00:00,-43.40464556,-136.9111022,-39.77974336,-25.74716238,-5.857290701
2022-01-18 00:00:00,-41.42380967,-134.4595803,-39.11645074,-25.26163475,-5.70340938
2022-01-18 01:00:00,-41.05590481,-132.8914346,-38.64805806,-24.97311584,-5.649086812
2022-01-18 02:00:00,-40.86664215,-134.468351,-39.18342315,-25.2310721,-5.639360528
2022-01-18 03:00:00,-41.39104597,-136.5168974,-39.85264291,-25.57931102,-5.652989566
2022-01-18 04:00:00,-43.6474059,-138.158424,-40.29283073,-25.90639264,-5.759977273
2022-01-18 05:00:00,-53.72681183,-150.6948468,-44.07967378,-28.19177871,-6.151941822
2022-01-18 06:00:00,-74.00855155,-206.0607539,-61.64003019,-37.86690288,-7.046887789
2022-01-18 07:00:00,-86.04297064,-313.5145356,-95.43003684,-56.78982676,-9.074808345
2022-01-18 08:00:00,-90.71970578,-362.2208884,-109.7480352,-65.86627852,-10.9922609
2022-01-18 09:00:00,-91.84054765,-362.1799953,-109.2562052,-66.09856247,-11.47045985
2022-01-18 10:00:00,-91.47503183,-369.1263647,-111.538518,-67.27286258,-11.50360359
2022-01-18 11:00:00,-91.1480518,-358.6311338,-107.9710828,-65.55816988,-11.57262849
2022-01-18 12:00:00,-91.26846135,-368.5949169,-111.3433597,-67.19329242,-11.52161255
2022-01-18 13:00:00,-91.64812862,-367.047388,-110.983049,-66.85760483,-11.36608032
2022-01-18 14:00:00,-91.18284585,-356.1072516,-107.307348,-65.0487432,-11.39506921
2022-01-18 15:00:00,-92.10151888,-294.1910816,-86.98657871,-54.57040452,-11.07711516
2022-01-18 16:00:00,-94.5248229,-209.6151614,-59.96348147,-39.88997972,-9.908238988
2022-01-18 17:00:00,-94.34857618,-180.4660694,-51.76523726,-34.27273783,-8.390119201
2022-01-18 18:00:00,-93.59558808,-167.2376515,-48.26239758,-31.61468506,-7.48348627
2022-01-18 19:00:00,-91.10794637,-157.3775618,-45.65417867,-29.63209792,-6.805008585
2022-01-18 20:00:00,-81.5121896,-149.0487545,-43.25318207,-28.05632713,-6.429736096
2022-01-18 21:00:00,-60.06118891,-143.2764499,-41.63685275,-26.94039026,-6.121963888
2022-01-18 22:00:00,-47.74396246,-137.9495552,-40.07403939,-25.94616539,-5.909145693
2022-01-18 23:00:00,-43.61043025,-134.6671553,-39.00730405,-25.38539976,-5.881747732
2022-01-19 00:00:00,-41.77903929,-133.0874785,-38.60157348,-25.06170611,-5.760919369
2022-01-19 01:00:00,-41.31187551,-133.3969893,-38.73114249,-25.10009186,-5.734520617
2022-01-19 02:00:00,-41.39374614,-134.0774927,-38.98777702,-25.19860905,-5.704720539
2022-01-19 03:00:00,-41.89509139,-135.292547,-39.3754986,-25.40976638,-5.722017077
2022-01-19 04:00:00,-44.03352529,-137.353815,-39.97795514,-25.79562742,-5.806649847
2022-01-19 05:00:00,-53.1361846,-157.289713,-46.19440812,-29.33270027,-6.23549621
2022-01-19 06:00:00,-73.41912497,-217.6302989,-65.44252435,-39.82217078,-7.100908603
2022-01-19 07:00:00,-86.38082289,-312.7151544,-95.18456766,-56.64610099,-9.053817155
2022-01-19 08:00:00,-90.45073233,-354.377566,-107.1817129,-64.53499888,-10.94414243
2022-01-19 09:00:00,-92.36147851,-352.4122698,-106.0578338,-64.44183972,-11.41292284
2022-01-19 10:00:00,-92.29673915,-357.5869681,-107.7462905,-65.32251076,-11.4493655
2022-01-19 11:00:00,-92.12047073,-344.4836158,-103.4140674,-63.12083822,-11.41380451
2022-01-19 12:00:00,-92.26636256,-346.8398519,-104.3774266,-63.42457065,-11.23585734
2022-01-19 13:00:00,-92.5558614,-337.7336744,-101.4938424,-61.83097029,-11.08404911
2022-01-19 14:00:00,-92.09475457,-309.2584315,-92.08671479,-57.04278643,-10.99942904
2022-01-19 15:00:00,-92.72243461,-244.7997882,-71.05596654,-46.07194613,-10.54396286
2022-01-19 16:00:00,-95.3416205,-176.3164388,-49.48603176,-34.02913037,-9.286114491
2022-01-19 17:00:00,-95.2059102,-156.8203513,-44.43327018,-30.05681535,-7.840180263
2022-01-19 18:00:00,-94.29407785,-148.0929367,-42.48265421,-28.12298514,-6.881658032
2022-01-19 19:00:00,-91.78635089,-141.9469538,-40.88495843,-26.87317206,-6.430692846
2022-01-19 20:00:00,-82.37462356,-138.0756846,-39.83076113,-26.10984763,-6.194467062
2022-01-19 21:00:00,-61.25507297,-133.8314502,-38.60383673,-25.30856505,-6.006646683
2022-01-19 22:00:00,-48.59613828,-131.3918736,-37.96156675,-24.81650784,-5.835724464
2022-01-19 23:00:00,-43.84872065,-130.1794758,-37.60648387,-24.58991668,-5.786674739
2022-01-20 00:00:00,-41.84031596,-128.6101844,-37.2063651,-24.26687892,-5.663696371
2022-01-20 01:00:00,-41.30453328,-129.0132997,-37.34896952,-24.32994847,-5.65546371
2022-01-20 02:00:00,-41.08173065,-129.2671786,-37.46462436,-24.35674734,-5.624435166
2022-01-20 03:00:00,-41.33268876,-129.9644508,-37.68505514,-24.47895602,-5.636428445
2022-01-20 04:00:00,-42.4839627,-131.0241331,-37.98283414,-24.68329398,-5.69187691
2022-01-20 05:00:00,-49.85596781,-131.7246513,-38.08218262,-24.86712578,-5.826034465
2022-01-20 06:00:00,-65.88509942,-141.4637589,-41.12637642,-26.59139808,-6.028209865
2022-01-20 07:00:00,-76.18172072,-145.0328831,-42.17086443,-27.25886215,-6.173429936
2022-01-20 08:00:00,-84.16592762,-150.0892436,-43.57202793,-28.24373391,-6.457719944
2022-01-20 09:00:00,-86.84764428,-148.1856515,-42.98565272,-27.9023908,-6.409564444
2022-01-20 10:00:00,-88.04931087,-145.9556346,-42.15895416,-27.57240112,-6.492924035
2022-01-20 11:00:00,-88.28358811,-147.664268,-42.63716807,-27.90283864,-6.584254606
2022-01-20 12:00:00,-89.0912918,-143.3522687,-41.18995658,-27.18911128,-6.59413299
2022-01-20 13:00:00,-89.08310315,-141.9724314,-40.90422171,-26.87203294,-6.419922091
2022-01-20 14:00:00,-89.27077745,-139.6873535,-40.43429896,-26.3453017,-6.128152217
2022-01-20 15:00:00,-90.14798221,-138.2131396,-40.07597742,-26.03305781,-5.995069104
2022-01-20 16:00:00,-92.62740208,-141.692553,-40.88645197,-26.78762501,-6.344399028
2022-01-20 17:00:00,-90.84437591,-142.7065097,-41.12073681,-27.00846818,-6.448099775
2022-01-20 18:00:00,-70.95448554,-139.1053666,-40.00950744,-26.3637018,-6.358948083
2022-01-20 19:00:00,-60.53914407,-136.8347135,-39.4222081,-25.90046713,-6.189363078
2022-01-20 20:00:00,-57.0217821,-134.7504121,-38.79931539,-25.51714634,-6.117488644
2022-01-20 21:00:00,-52.23208084,-133.9190221,-38.64515208,-25.31709798,-5.994521939
2022-01-20 22:00:00,-47.17061515,-134.3823759,-38.8917946,-25.34822799,-5.902330695
2022-01-20 23:00:00,-44.04463338,-132.772782,-38.43659841,-25.03929481,-5.820995603
2022-01-21 00:00:00,-42.00907325,-131.1322227,-37.95088792,-24.73529693,-5.759852964
2022-01-21 01:00:00,-41.46992703,-131.4490879,-38.0694008,-24.78166224,-5.746961839
2022-01-21 02:00:00,-41.12121631,-132.1439614,-38.34579679,-24.87508874,-5.702190348
2022-01-21 03:00:00,-41.24061104,-130.4871387,-37.80858359,-24.59142111,-5.687129318
2022-01-21 04:00:00,-41.86454191,-130.4854946,-37.79407135,-24.59812919,-5.701093521
2022-01-21 05:00:00,-44.2120076,-130.1401296,-37.58095413,-24.58956612,-5.79908905
2022-01-21 06:00:00,-46.36658912,-133.1421867,-38.51971439,-25.12087169,-5.861014498
2022-01-21 07:00:00,-48.30173294,-134.9136158,-38.99938066,-25.47151493,-5.9718246
2022-01-21 08:00:00,-52.78373895,-135.1677888,-39.08278042,-25.5145394,-5.973149187
2022-01-21 09:00:00,-57.75082356,-131.2623824,-38.14769399,-24.68028049,-5.606433491
2022-01-21 10:00:00,-64.89436197,-131.762336,-38.39115635,-24.7252005,-5.52962232
2022-01-21 11:00:00,-75.52274386,-132.9821117,-38.72564585,-24.96454765,-5.601724722
2022-01-21 12:00:00,-84.38505352,-133.5874045,-38.91878937,-25.06974015,-5.610345465
2022-01-21 13:00:00,-85.22130329,-133.9487897,-38.98684264,-25.15617524,-5.662753918
2022-01-21 14:00:00,-85.36688749,-133.7756973,-38.95224039,-25.11577889,-5.639658696
2022-01-21 15:00:00,-86.24367784,-134.094472,-38.95634921,-25.21998274,-5.741808134
2022-01-21 16:00:00,-88.22021646,-137.305602,-39.58464671,-25.97621066,-6.183887301
2022-01-21 17:00:00,-85.76974988,-140.3602779,-40.38150467,-26.59600697,-6.405254631
2022-01-21 18:00:00,-64.76891571,-141.0301617,-40.64447732,-26.68781524,-6.365576583
2022-01-21 19:00:00,-55.09829814,-138.1412889,-39.75094465,-26.17162396,-6.296151636
2022-01-21 20:00:00,-52.70186374,-136.7047866,-39.40976883,-25.86337779,-6.158493371
2022-01-21 21:00:00,-49.15908168,-133.8449229,-38.6111919,-25.30937836,-6.00378241
2022-01-21 22:00:00,-44.67751836,-131.8272511,-38.09111849,-24.89685779,-5.85129855
2022-01-21 23:00:00,-42.06592484,-131.6175055,-38.04735089,-24.84882638,-5.825150934
2022-01-22 00:00:00,-40.77512884,-130.2933799,-37.64653421,-24.60785953,-5.784592421
2022-01-22 01:00:00,-40.57900448,-129.4719559,-37.43394708,-24.44034511,-5.723371566
2022-01-22 02:00:00,-40.53743596,-131.3543451,-38.08344959,-24.74305692,-5.701332126
2022-01-22 03:00:00,-41.26108878,-134.1398616,-39.03597204,-25.19530118,-5.677315164
2022-01-22 04:00:00,-43.73256221,-135.5103404,-39.35856583,-25.49083055,-5.811547636
2022-01-22 05:00:00,-52.67628108,-145.5553836,-42.2832327,-27.37684486,-6.235228514
2022-01-22 06:00:00,-73.34979345,-192.7847674,-57.0869712,-35.71810354,-7.174617935
2022-01-22 07:00:00,-84.65184067,-315.0146986,-95.88287454,-57.06346228,-9.122025006
2022-01-22 08:00:00,-89.02542703,-364.122637,-110.3674366,-66.19049404,-11.00677575
2022-01-22 09:00:00,-91.71803587,-360.8575189,-108.6859855,-65.94284687,-11.59985411
2022-01-22 10:00:00,-91.60335396,-366.677567,-110.6523699,-66.89967071,-11.57348576
2022-01-22 11:00:00,-91.30963945,-360.1550266,-108.4843785,-65.80948625,-11.56729698
2022-01-22 12:00:00,-91.59071623,-370.7396345,-112.1072978,-67.52622927,-11.47258038
2022-01-22 13:00:00,-91.57819028,-368.920973,-111.665637,-67.14083915,-11.30802064
2022-01-22 14:00:00,-90.72527676,-361.2676161,-109.060573,-65.89225221,-11.36196574
2022-01-22 15:00:00,-91.7142796,-293.4832088,-86.7826564,-54.43640808,-11.04507988
2022-01-22 16:00:00,-94.17718655,-208.0573291,-59.46316482,-39.62086062,-9.88927821
2022-01-22 17:00:00,-94.41071727,-179.8457617,-51.47101214,-34.21308117,-8.477575096
2022-01-22 18:00:00,-93.38259177,-167.911825,-48.53633872,-31.70243898,-7.434269618
2022-01-22 19:00:00,-90.89654127,-158.6966774,-46.13790087,-29.82994204,-6.760991604
2022-01-22 20:00:00,-81.40746193,-148.3748145,-43.02585082,-27.94534611,-6.432420697
2022-01-22 21:00:00,-60.41578412,-144.4697536,-42.00533276,-27.15391814,-6.151251761
2022-01-22 22:00:00,-48.10112858,-137.7173844,-39.96281926,-25.92438518,-5.942975553
